"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","USD","US$","2010","","","","9031428"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","USD","US$","2002","","","","197739639"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","USD","US$","2003","","","","221617965"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","USD","US$","2004","","","","269469285"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","USD","US$","2005","","","","278531812"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","USD","US$","2008","","","","317731788"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","USD","US$","2009","","","","274341816"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","USD","US$","2006","","","","281144891"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","USD","US$","2007","","","","329344222"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","USD","US$","2010","","","","328158716"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","USD","US$","2011","","","","363751496"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","USD","US$","2012","","","","441210789"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","USD","US$","2014","","","","460988950"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","USD","US$","2013","","","","459046115"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","USD","US$","2015","","","","423687205"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","USD","US$","2017","","","","443214488"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","05","Products of animal origin, not elsewhere specified or included","A","Annual","A","Annual","USD","US$","2016","","","","374824959"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","USD","US$","2014","","","","36646113"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","USD","US$","2015","","","","40474333"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","USD","US$","2016","","","","46573023"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","USD","US$","2017","","","","52153695"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","USD","US$","2011","","","","28578637"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","USD","US$","2012","","","","29386709"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","USD","US$","2013","","","","31637507"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","USD","US$","2010","","","","23252462"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","USD","US$","2004","","","","14907328"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","USD","US$","2005","","","","17077075"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","USD","US$","2006","","","","19983851"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","USD","US$","2007","","","","22672274"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","USD","US$","2008","","","","23501923"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","USD","US$","2009","","","","20684632"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","USD","US$","2002","","","","12651743"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","06","Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage","A","Annual","A","Annual","USD","US$","2003","","","","15031775"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","USD","US$","2003","","","","98532255"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","USD","US$","2002","","","","89463068"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","USD","US$","2006","","","","238010981"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","USD","US$","2004","","","","136295980"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","USD","US$","2005","","","","166086963"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","USD","US$","2007","","","","299080073"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","USD","US$","2012","","","","387164840"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","USD","US$","2010","","","","351384022"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","USD","US$","2011","","","","384887573"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","USD","US$","2009","","","","254696463"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","USD","US$","2008","","","","281740288"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","USD","US$","2017","","","","444382426"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","USD","US$","2016","","","","463223688"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","USD","US$","2014","","","","378959378"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","USD","US$","2015","","","","417337325"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","07","Edible vegetables and certain roots and tubers","A","Annual","A","Annual","USD","US$","2013","","","","429475633"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","USD","US$","2008","","","","170644813"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","USD","US$","2009","","","","140170857"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","USD","US$","2004","","","","100415925"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","USD","US$","2005","","","","109830153"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","USD","US$","2006","","","","134267769"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","USD","US$","2007","","","","154178897"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","USD","US$","2003","","","","61414940"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","USD","US$","2002","","","","50746818"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","USD","US$","2012","","","","149170144"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","USD","US$","2016","","","","173147876"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","USD","US$","2010","","","","140595032"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","USD","US$","2011","","","","132369265"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","USD","US$","2013","","","","162445398"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","USD","US$","2014","","","","159406581"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","USD","US$","2015","","","","182257502"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","08","Edible fruit and nuts; peel of citrus fruit or melons","A","Annual","A","Annual","USD","US$","2017","","","","151305691"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","USD","US$","2002","","","","55289476"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","USD","US$","2003","","","","68718544"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","USD","US$","2004","","","","86454494"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","USD","US$","2005","","","","95874882"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","USD","US$","2007","","","","118927203"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","USD","US$","2009","","","","134166490"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","USD","US$","2008","","","","147444689"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","USD","US$","2010","","","","205897603"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","USD","US$","2006","","","","99657427"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","USD","US$","2017","","","","282384330"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","USD","US$","2016","","","","274843800"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","USD","US$","2014","","","","270566761"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","USD","US$","2011","","","","233205766"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","USD","US$","2012","","","","234276478"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","USD","US$","2013","","","","246360489"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","09","Coffee, tea, mate and spices","A","Annual","A","Annual","USD","US$","2015","","","","279248260"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","USD","US$","2008","","","","25588625"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","USD","US$","2009","","","","5786237"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","USD","US$","2002","","","","691686"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","USD","US$","2003","","","","18694110"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","USD","US$","2004","","","","20674956"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","USD","US$","2005","","","","1308905"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","USD","US$","2006","","","","37468001"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","USD","US$","2007","","","","44756264"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","USD","US$","2010","","","","5276813"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","USD","US$","2011","","","","9755075"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","USD","US$","2012","","","","7060789"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","USD","US$","2013","","","","5819852"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","USD","US$","2014","","","","7880280"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","USD","US$","2015","","","","10423112"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","USD","US$","2016","","","","6958427"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","10","Cereals","A","Annual","A","Annual","USD","US$","2017","","","","11204513"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","USD","US$","2011","","","","25921972"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","11","Products of the milling industry; malt; starches; inulin; wheat gluten","A","Annual","A","Annual","USD","US$","2010","","","","19108345"
