"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","0105","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls.","A","Annual","A","Annual","USD","US$","2008","","","","26431276"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010511","Fowls of the species Gallus domesticus","A","Annual","A","Annual","USD","US$","2005","","","","11771410"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010511","Fowls of the species Gallus domesticus","A","Annual","A","Annual","USD","US$","2006","","","","12528160"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010511","Fowls of the species Gallus domesticus","A","Annual","A","Annual","USD","US$","2007","","","","15688622"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010511","Fowls of the species Gallus domesticus","A","Annual","A","Annual","USD","US$","2008","","","","26431276"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010511","Fowls of the species Gallus domesticus","A","Annual","A","Annual","USD","US$","2009","","","","26980530"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010511","Fowls of the species Gallus domesticus","A","Annual","A","Annual","USD","US$","2010","","","","29270029"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010511","Fowls of the species Gallus domesticus","A","Annual","A","Annual","USD","US$","2002","","","","8976352"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010511","Fowls of the species Gallus domesticus","A","Annual","A","Annual","USD","US$","2003","","","","8896479"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010511","Fowls of the species Gallus domesticus","A","Annual","A","Annual","USD","US$","2004","","","","585054"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010511","Fowls of the species Gallus domesticus","A","Annual","A","Annual","USD","US$","2011","","","","39305510"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010511","Fowls of the species Gallus domesticus","A","Annual","A","Annual","USD","US$","2013","","","","47393407"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010511","Fowls of the species Gallus domesticus","A","Annual","A","Annual","USD","US$","2012","","","","40040156"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010511","Fowls of the species Gallus domesticus","A","Annual","A","Annual","USD","US$","2014","","","","37008324"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010511","Fowls of the species Gallus domesticus","A","Annual","A","Annual","USD","US$","2015","","","","351204"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010513","Ducks","A","Annual","A","Annual","USD","US$","2012","","","","1913696"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010513","Ducks","A","Annual","A","Annual","USD","US$","2014","","","","1983439"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010513","Ducks","A","Annual","A","Annual","USD","US$","2013","","","","2062838"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010519","Other","A","Annual","A","Annual","USD","US$","2011","","","","2561337"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010519","Other","A","Annual","A","Annual","USD","US$","2010","","","","531567"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010592","Fowls of the species Gallus domesticus, weighing not more than 2,000 g","A","Annual","A","Annual","USD","US$","2006","","","","510782"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010592","Fowls of the species Gallus domesticus, weighing not more than 2,000 g","A","Annual","A","Annual","USD","US$","2005","","","","1177533"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010592","Fowls of the species Gallus domesticus, weighing not more than 2,000 g","A","Annual","A","Annual","USD","US$","2002","","","","346289"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010592","Fowls of the species Gallus domesticus, weighing not more than 2,000 g","A","Annual","A","Annual","USD","US$","2003","","","","1129263"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","0106","Other live animals.","A","Annual","A","Annual","USD","US$","2005","","","","1167921"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","0106","Other live animals.","A","Annual","A","Annual","USD","US$","2002","","","","999862"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","0106","Other live animals.","A","Annual","A","Annual","USD","US$","2003","","","","740121"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","0106","Other live animals.","A","Annual","A","Annual","USD","US$","2004","","","","901709"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","0106","Other live animals.","A","Annual","A","Annual","USD","US$","2006","","","","3271430"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","0106","Other live animals.","A","Annual","A","Annual","USD","US$","2007","","","","3015923"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","0106","Other live animals.","A","Annual","A","Annual","USD","US$","2008","","","","1871717"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","0106","Other live animals.","A","Annual","A","Annual","USD","US$","2009","","","","1923730"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","0106","Other live animals.","A","Annual","A","Annual","USD","US$","2010","","","","2168086"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","0106","Other live animals.","A","Annual","A","Annual","USD","US$","2011","","","","3343232"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","0106","Other live animals.","A","Annual","A","Annual","USD","US$","2012","","","","7564157"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","0106","Other live animals.","A","Annual","A","Annual","USD","US$","2014","","","","5774436"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","0106","Other live animals.","A","Annual","A","Annual","USD","US$","2015","","","","7961019"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","0106","Other live animals.","A","Annual","A","Annual","USD","US$","2013","","","","4917460"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","0106","Other live animals.","A","Annual","A","Annual","USD","US$","2016","","","","5064950"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","0106","Other live animals.","A","Annual","A","Annual","USD","US$","2017","","","","5466588"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010611","Primates","A","Annual","A","Annual","USD","US$","2003","","","","798"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010611","Primates","A","Annual","A","Annual","USD","US$","2002","","","","71137"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010614","Rabbits and hares","A","Annual","A","Annual","USD","US$","2015","","","","145746"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010614","Rabbits and hares","A","Annual","A","Annual","USD","US$","2017","","","","686"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010619","Other","A","Annual","A","Annual","USD","US$","2008","","","","576013"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010619","Other","A","Annual","A","Annual","USD","US$","2012","","","","4782073"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010619","Other","A","Annual","A","Annual","USD","US$","2011","","","","914185"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010619","Other","A","Annual","A","Annual","USD","US$","2010","","","","587308"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","010619","Other","A","Annual","A","Annual","USD","US$","2009","","","","651211"
